AR,12,-34,94

AR,7,-40,97

AR,4,-44,99

AL,161,56,-52

AL,161,56,-53

AR,357,-52,104

AR,353,-56,108

AL,158,56,-57

AL,158,56,-58

AR,344,-63,119

AR,340,-66,126

AL,154,57,-62

AL,153,57,-66

AR,333,-70,145

AR,329,-71,155

AL,153,57,-68

AL,151,57,-69

AR,325,-70,170

AR,325,-70,173

AL,154,54,-69

AL,161,48,-68

AR,330,-69,173

AR,333,-68,171

AL,165,45,-68

AL,168,41,-68

AR,338,-68,163

AR,340,-68,158

AL,174,35,-69

AL,176,31,-70

AL,181,26,-72

AL,183,23,-73

AR,340,-67,153

AR,342,-65,144

AL,187,18,-75

AL,189,16,-75

AR,349,-60,128

AR,350,-59,126

AL,191,14,-76

AL,192,14,-76

AR,353,-57,122

AR,355,-57,120

AL,192,15,-76

AL,192,16,-75

AR,356,-56,119

AR,357,-55,118

AR,358,-55,116

AR,359,-54,114

AL,189,20,-74

AL,187,23,-73

AL,172,43,-71

AL,168,47,-70

AR,0,-54,112

AR,1,-53,110

AL,159,57,-65

AL,156,62,-60

AR,3,-53,105

AR,4,-53,102

AL,149,70,-43

AL,146,73,-31

AR,5,-53,101

AR,5,-53,100

AL,142,77,0

AL,139,77,15

AR,5,-50,101

AR,8,-45,100

AL,135,75,33

AL,134,75,36

AR,10,-42,99

AR,13,-39,97

AL,134,75,31

AL,135,75,26

AR,19,-34,93

AR,21,-31,92

AL,141,74,8

AL,146,73,-2

AR,27,-26,89

AR,31,-21,87

AL,151,70,-16

AL,154,68,-21

AR,33,-19,86

AR,34,-18,86

AL,161,64,-28

AL,162,63,-31

AR,35,-16,86

AR,35,-16,86

AL,165,59,-34

AL,166,58,-35

AR,34,-17,86

AR,32,-19,87

AL,166,56,-37

AL,167,56,-37

AR,28,-24,88

AR,26,-27,89

AL,166,55,-39

AL,166,55,-40

AR,20,-34,90

AR,17,-38,91

AL,166,54,-43

AL,166,54,-44

AR,11,-47,94

AR,7,-51,96

AL,165,54,-48

AL,165,54,-50

AR,359,-61,105

AR,355,-65,112

AL,163,54,-53

AL,163,54,-55

AR,347,-70,134

AR,341,-71,149

AL,166,51,-56

AL,169,49,-56

AR,331,-70,174

AR,328,-69,-177

AL,176,43,-57

AL,179,40,-58

AR,328,-68,-171

AR,329,-68,-172

AL,185,34,-60

AL,188,31,-61

AR,332,-68,-178

AR,334,-69,177

AL,192,25,-63

AL,194,23,-65

AR,337,-68,161

AR,339,-67,154

AL,195,19,-67

AL,196,18,-69

AR,345,-66,142

AR,345,-65,139

AL,197,17,-70

AL,197,17,-71

AR,349,-62,133

AR,351,-61,129

AL,196,19,-71

AL,195,20,-71

AR,355,-59,125

AR,356,-59,123

AL,191,25,-71

AL,189,28,-71

AR,358,-58,119

AR,359,-57,118

AR,1,-57,115

AR,2,-57,113

AL,182,36,-70

AL,178,40,-70

AR,5,-56,110

AR,6,-56,108

AL,158,64,-54

AL,154,68,-46

AR,9,-56,103

AR,10,-56,101

AL,148,74,-19

AL,146,76,-2

AR,10,-55,99

AR,10,-54,99

AL,140,75,31

AL,138,74,41

AR,11,-49,99

AR,13,-46,99

AL,135,72,48

AL,134,72,48

AR,19,-40,95

AR,22,-37,92

AL,138,73,39

AL,142,74,29

AR,27,-31,88

AR,30,-28,87

AL,151,73,4

AL,153,72,-4

AR,35,-23,84

AR,37,-21,84

AL,161,69,-18

AL,163,67,-22

AR,39,-18,84

AR,39,-18,84

AL,166,63,-27

AL,168,61,-29

AR,37,-19,86

AR,35,-20,87

AL,169,59,-32

AL,170,58,-33

AL,170,57,-35AR,31,-24,88

AR,28,-27,89



AL,170,57,-36

AL,169,56,-38

AR,11,-48,93

AR,7,-53,95

AL,168,56,-44

AL,167,55,-45

AR,358,-62,103

AR,352,-67,111

AL,165,55,-49

AL,165,55,-51

AR,342,-73,137

AR,336,-74,155

AL,166,53,-53

AL,170,51,-53

AR,325,-73,-174

AR,322,-71,-165

AL,175,46,-55

AL,178,43,-56

AR,321,-69,-159AL,184,37,-59

AL,186,34,-60



AR,323,-69,-160

AR,326,-70,-165

AL,191,28,-62

AL,193,25,-64

AR,330,-71,173

AR,332,-70,162

AL,194,23,-65

AL,196,19,-69

AR,339,-69,147

AR,339,-69,141

AL,197,17,-71

AL,198,17,-71

AR,343,-65,135

AR,345,-64,131

AL,197,17,-72

AL,196,18,-71

AR,349,-62,126

AR,351,-61,124

AL,195,20,-71

AL,192,25,-69

AR,353,-60,121

AR,353,-60,120

AL,189,28,-68

AL,183,35,-66

AR,355,-60,118

AR,356,-59,116

AL,179,40,-65

AL,171,49,-62

AR,358,-59,113

AR,0,-59,111

AL,166,53,-59

AL,158,63,-49

AR,3,-58,107

AR,4,-58,105

AL,154,67,-41

AL,151,70,-30

AR,6,-58,102

AR,7,-56,102

AL,145,74,0

AL,139,74,30

AR,9,-52,100

AR,11,-49,99AL,136,73,40

AL,132,71,49



AR,17,-43,95

AR,20,-40,93

AL,131,70,48

AL,131,71,46

AR,25,-34,90

AR,28,-31,89

AL,135,72,38

AL,139,73,29

AR,33,-26,86

AR,36,-24,85

AL,148,72,5

AL,150,71,-3

AR,39,-20,83

AR,40,-18,83

AL,159,68,-15

AL,162,66,-20

AR,40,-17,84

AR,39,-17,84

AL,165,62,-26

AL,167,61,-28

AR,36,-19,86

AR,34,-21,86

AL,169,58,-31

AL,170,57,-32

AR,29,-27,88

AR,26,-30,89

AL,171,56,-34

AL,171,56,-35

AR,22,-34,89

AR,16,-43,91

AL,171,55,-37

AL,171,54,-39

AR,12,-47,92

AR,4,-57,97

AL,170,54,-42

AL,170,53,-44

AR,354,-66,110

AR,348,-70,121

AL,169,53,-47

AL,169,53,-49

AR,343,-73,135

AR,337,-74,152

AL,169,52,-52

AL,172,50,-52

AR,326,-73,-176

AL,179,45,-52

AL,182,42,-53

AR,322,-70,-162

AR,323,-69,-160

AL,187,36,-56

AL,189,34,-57

AR,328,-70,-168

AR,331,-71,177

AL,193,29,-61

AL,194,26,-62

AR,334,-69,165

AR,342,-71,146

AL,196,23,-65

AL,197,21,-67

AR,341,-69,141

AR,342,-68,138

AL,199,19,-68

AL,199,19,-68

AR,347,-64,131

AR,350,-64,127

AL,198,20,-68

AL,198,21,-68

AR,353,-62,123

AR,354,-61,122

AL,194,25,-67

AL,192,28,-67

AR,356,-60,119

AR,357,-60,117

AL,186,35,-66

AL,182,39,-66

AR,358,-59,115

AR,359,-59,114

AL,173,47,-65

AL,169,51,-63

AR,1,-59,110

AR,3,-59,109

AL,161,60,-56

AL,157,64,-49

AR,5,-58,104

AR,7,-58,102

AL,150,72,-30

AL,148,74,-15

AR,9,-58,98

AR,9,-57,97

AL,144,76,19

AL,142,75,34

AR,11,-53,97

AR,13,-50,95

AL,137,73,52

AL,135,72,54

AR,19,-44,90

AR,22,-41,88

AL,134,71,52

AL,134,72,49

AR,27,-34,85

AR,29,-31,84

AR,34,-25,83

AR,36,-22,83

AL,138,74,38

AL,142,74,27

AR,40,-17,82

AR,42,-15,81

AL,160,69,-18

AL,163,67,-23

AL,166,63,-28

AL,167,61,-30

AR,43,-12,82

AR,43,-12,82

AL,169,59,-32

AL,170,58,-33

AR,35,-18,85

AR,33,-22,86

AR,26,-29,87

AR,23,-33,88

AL,171,57,-35

AL,171,56,-36

AR,16,-42,89

AR,13,-47,91

AL,169,55,-42

AL,168,55,-44

AR,4,-57,96

AR,0,-61,102

AL,166,55,-47

AL,165,56,-49

AR,349,-69,121

AR,344,-72,134

AL,164,55,-51

AL,166,54,-52

AR,333,-73,168

AR,327,-72,-177

AL,172,49,-53

AL,175,46,-55

AR,321,-69,-163

AR,322,-68,-161

AL,181,39,-57

AL,184,36,-58

AR,326,-67,-163

AR,328,-68,-166

AL,190,29,-61

AL,192,26,-62

AR,330,-69,-175

AR,331,-69,174

AL,196,20,-65

AL,197,18,-67

AR,338,-68,157

AR,341,-69,148

AL,200,14,-70

AL,201,13,-71

AR,341,-66,140

AR,344,-64,137

AL,202,12,-72

AL,202,12,-72

AR,349,-62,130

AR,350,-61,128

AL,201,14,-71

AL,200,16,-70

AR,353,-60,125

AR,354,-60,123

AL,196,22,-68

AL,193,25,-68

AR,355,-59,120

AR,356,-59,119

AL,186,34,-68

AL,182,38,-67

AR,359,-58,116

AR,0,-58,114

AL,173,48,-66

AL,168,53,-63

AR,3,-58,110

AR,5,-58,108

AL,158,63,-54

AL,154,68,-46

AR,7,-58,104

AR,8,-57,103

AL,148,74,-20

AL,145,75,-2

AR,9,-53,102

AR,12,-50,100

AL,139,75,30

AL,136,73,41

AR,19,-44,94

AR,23,-41,91

AL,133,71,50

AL,133,71,50

AR,28,-34,87

AR,31,-31,86

AL,135,72,46

AL,137,73,41

AR,36,-25,84

AR,39,-22,84

AL,146,74,18

AL,150,74,5

AR,43,-16,82

AR,45,-14,82

AL,156,71,-12

AL,160,69,-18

AR,46,-11,82

AR,46,-10,83

AL,165,65,-26

AL,167,64,-28

AR,45,-11,84

AR,43,-12,84

AL,169,61,-32

AL,170,60,-33

AR,39,-17,85

AR,36,-20,86

AL,170,59,-34

AL,171,58,-36

AR,30,-27,87

AR,26,-31,88

AL,171,58,-37

AL,170,57,-38

AR,19,-40,88

AR,16,-45,89

AL,170,57,-41

AL,169,57,-44

AR,9,-55,92

AR,4,-60,96

AL,168,57,-45

AL,167,57,-48

AR,353,-69,111

AR,347,-72,124

AL,166,57,-50

AL,168,54,-52

AR,334,-76,160

AR,328,-75,178

AL,171,52,-53

AL,174,49,-54

AR,321,-73,-160

AR,321,-72,-156

AL,179,43,-58

AL,185,37,-61

AR,324,-71,-158

AR,326,-72,-161

AL,188,34,-61

AL,193,27,-63

AR,330,-73,-174

AR,332,-73,172

AL,195,24,-64

AL,197,22,-65

AR,337,-72,153

AR,340,-71,145

AL,200,18,-67

AL,202,15,-68

AR,341,-69,134

AR,343,-67,131

AL,203,14,-68

AL,203,14,-68

AR,347,-65,125

AR,349,-64,122

AL,202,15,-68

AL,201,17,-67

AR,352,-62,119

AR,352,-62,117

AL,197,21,-65

AL,195,24,-65

AR,354,-61,115

AR,355,-61,114

AL,188,32,-64

AL,184,36,-63

AR,357,-60,111

AR,358,-60,110

AL,176,44,-60

AL,167,53,-53

AR,0,-60,106

AR,1,-60,105

AL,164,57,-48

AL,160,61,-42

AR,3,-60,100

AR,4,-60,99

AL,152,68,-22

AL,148,70,-9

AR,5,-60,97

AR,5,-57,98

AL,140,72,19

AL,136,71,32

AR,6,-54,97

AR,12,-48,94

AL,130,68,45

AL,128,67,47

AR,18,-42,90

AR,21,-39,89

AL,125,67,45

AL,126,68,43

AR,26,-33,86

AR,29,-30,85

AL,132,69,32AR,31,-27,84

AR,34,-24,83



AL,138,70,21

AL,143,69,3

AR,38,-20,81

AR,39,-16,81

AL,153,66,-14

AL,155,64,-18

AR,40,-15,81

AR,38,-15,81

AL,158,61,-23

AL,160,60,-25

AR,37,-16,81

AR,33,-20,82

AL,161,58,-28

AR,31,-22,83

AR,25,-29,85

AL,162,58,-29

AL,162,57,-32

AR,21,-32,86

AR,18,-37,87

AL,162,56,-36

AL,162,56,-37

AR,10,-46,89

AR,1,-56,94

AR,357,-61,98

AR,352,-65,105

AL,162,55,-40

AL,161,55,-42

AR,341,-73,128

AR,336,-75,147

AL,161,54,-48

AL,164,52,-50

AR,324,-74,-173

AR,319,-71,-161

AL,168,48,-54

AL,170,45,-56

AR,316,-67,-151

AR,317,-66,-150

AL,175,39,-59

AL,178,36,-60

AR,321,-66,-153AL,183,31,-63

AL,185,28,-65



AR,322,-67,-156

AR,326,-70,-164

AL,188,23,-68

AL,189,21,-70

AR,329,-71,168

AR,333,-71,160

AL,191,18,-72

AL,192,18,-73

AR,337,-69,146

AR,338,-68,141

AL,193,17,-74

AL,193,18,-74

AR,341,-66,133

AR,344,-65,129

AL,191,20,-73

AL,190,22,-72

AR,347,-63,125

AR,348,-62,123

AL,186,28,-70

AL,183,31,-70

AR,350,-61,120

AR,351,-61,118

AL,175,39,-68

AL,171,44,-67

AR,352,-60,116

AR,352,-60,115

AL,163,52,-62

AL,159,57,-58

AR,353,-59,113

AR,354,-59,112

AL,151,66,-44

AL,148,69,-34AR,355,-59,110

AR,356,-59,108



AL,140,74,-1

AR,358,-58,106

AR,359,-58,105

AL,128,72,47

AL,124,69,54

AR,1,-56,103

AR,2,-55,102

AL,117,66,57

AL,114,65,55

AR,7,-51,99

AR,10,-49,96

AL,113,66,51

AL,115,68,47

AR,16,-45,91

AR,19,-44,88

AL,122,70,37

AL,127,71,28

AR,24,-40,84

AR,26,-38,83

AL,135,71,11

AL,137,71,4

AR,29,-34,82AL,142,69,-6

AL,144,68,-10

AL,150,66,-16

AL,152,65,-19

AL,154,64,-23

AL,156,63,-25



AR,29,-33,82

AR,29,-31,83

AL,157,62,-28

AL,158,62,-29

AR,11,-45,88

AR,7,-49,89

AL,159,61,-31

AL,160,61,-32

AR,358,-56,92

AR,353,-61,95

AL,160,60,-34

AL,160,60,-35

AL,159,60,-37

AL,159,60,-38

AR,341,-69,106

AR,335,-72,115

AL,158,59,-40

AL,158,59,-42

AR,308,-77,-158

AR,305,-76,-149

AL,158,57,-46

AL,158,57,-48

AR,304,-74,-142

AR,305,-74,-142

AL,158,54,-51

AL,159,53,-53

AR,307,-75,-145

AR,308,-76,-148

AL,161,49,-56

AL,162,47,-57

AR,310,-79,-159

AR,310,-80,-171

AL,162,45,-59

AL,163,43,-62

AR,313,-80,162

AR,315,-79,154

AL,164,41,-64

AL,164,40,-64

AR,319,-76,142

AR,322,-75,137

AL,164,40,-64

AL,163,40,-63

AR,323,-73,129

AR,324,-71,128

AL,161,42,-62

AL,160,44,-61

AR,327,-69,124

AR,328,-69,123

AL,156,47,-58

AL,154,49,-56

AR,329,-68,122

AR,329,-67,121

AL,148,54,-52

AL,145,57,-49

AR,329,-67,120

AR,329,-66,120

AL,139,62,-41

AL,135,64,-35

AR,330,-66,119

AR,330,-66,119

AL,132,66,-29

AL,125,68,-14

AR,330,-66,118

AR,330,-65,118

AL,121,68,-6

AL,115,68,7

AR,331,-65,117

AL,111,67,12

AL,104,66,18

AR,331,-65,117

AR,331,-65,116

AL,100,65,19

AL,97,64,20

AR,332,-64,114

AR,333,-64,113

AL,90,62,18

AL,83,60,15

AR,334,-63,111

AR,335,-63,109

AL,79,60,13

AL,77,59,11

AR,337,-62,106

AR,338,-61,104

AL,72,59,8

AL,72,58,7

AR,340,-59,100

AR,342,-58,98

AL,72,59,7

AL,73,59,7

AR,346,-55,91

AR,348,-54,88

AL,75,60,6

AL,77,60,6

AR,350,-52,84

AR,349,-50,84

AL,78,60,5

AL,80,60,3

AR,348,-49,85

AR,345,-45,89

AL,80,60,2

