HR,300,-63,16
HR,300,-63,16
HL,108,-75,8
HL,108,-75,8
HL,108,-75,7
HL,108,-75,7
HR,300,-63,16
HR,300,-63,16
HL,108,-75,6
HL,108,-75,6
HR,300,-63,17
HR,300,-63,18
HL,107,-75,5
HL,107,-75,4
HR,300,-63,18
HR,300,-63,18
HL,107,-75,3
HL,107,-75,3
HR,300,-63,19
HR,300,-63,20
HL,106,-74,3
HL,106,-74,3
HL,106,-74,3
HL,106,-74,3
HR,300,-63,20
HR,299,-63,20
HL,106,-74,2
HL,105,-74,2
HR,299,-63,21
HR,299,-63,22
HL,104,-74,0
HL,104,-74,0
HR,299,-63,23HL,103,-74,-3
HL,102,-73,-4

HR,299,-62,23
HR,299,-62,24
HL,102,-73,-6
HL,101,-73,-7
HR,300,-61,25
HR,300,-61,25
HL,101,-73,-8
HL,100,-73,-10
HR,300,-61,26
HR,300,-61,26
HL,100,-73,-11
HL,99,-74,-13
HR,300,-60,26
HR,300,-60,26
HL,99,-74,-14
HL,98,-74,-15
HR,299,-60,27
HR,299,-60,27
HL,96,-74,-20
HL,95,-74,-21
HR,298,-60,28
HR,298,-59,28
HL,95,-74,-22
HL,94,-73,-24
HR,298,-59,29
HR,297,-59,29
HL,92,-73,-27
HL,91,-73,-29
HR,297,-58,30
HR,297,-58,30
HL,91,-73,-30
HL,90,-72,-32
HR,296,-58,31
HR,296,-57,31
HL,89,-72,-33
HL,89,-72,-34
HR,296,-57,31
HR,296,-57,31
HL,88,-72,-35
HL,87,-72,-37
HR,296,-56,31
HR,296,-56,30
HL,87,-72,-38
HL,87,-72,-39
HR,295,-56,30
HR,295,-55,30
HL,86,-71,-40
HL,86,-71,-41
HR,295,-55,30
HR,295,-55,30
HL,85,-71,-43
HL,85,-71,-44
HR,295,-54,30
HR,295,-54,30
HL,85,-71,-46
HL,84,-71,-47
HR,295,-53,30
HR,295,-53,30
HL,83,-70,-48
HL,83,-70,-48
HR,294,-53,31
HR,294,-53,32
HL,82,-69,-49
HL,81,-69,-49
HR,293,-52,32
HR,293,-52,33
HL,80,-69,-50
HL,80,-69,-50
HR,293,-52,33
HR,293,-52,33
HL,80,-69,-51
HL,80,-69,-51
HR,293,-52,33
HR,293,-52,33
HL,80,-69,-52
HL,80,-69,-53
HR,293,-52,33
HR,294,-52,33
HL,80,-69,-55
HL,80,-69,-56
HR,295,-52,34
HR,295,-53,35
HL,80,-69,-58
HL,80,-69,-58
HR,296,-53,35
HR,296,-53,36
HL,79,-68,-59
HL,79,-68,-58
HR,297,-53,38
HR,297,-53,38
HL,79,-68,-58
HL,79,-68,-58
HR,298,-53,39
HR,299,-53,40
HL,80,-69,-57
HL,80,-69,-56
HR,300,-53,41
HR,300,-53,42
HL,81,-69,-55
HL,81,-69,-54
HR,302,-53,44
HR,302,-53,44
HL,82,-68,-53
HL,82,-68,-52
HR,304,-53,46
HR,304,-52,47
HL,83,-67,-51HR,306,-52,49

HL,83,-67,-51
HL,85,-65,-44
HR,306,-52,50
HL,86,-64,-42
HL,86,-64,-41
HR,309,-53,54
HR,310,-53,56
HL,87,-63,-40
HL,88,-63,-40
HR,311,-53,56
HR,311,-53,56
HL,89,-63,-38
HL,90,-63,-37
HR,310,-54,55
HR,310,-54,54
HL,90,-64,-35
HL,90,-65,-35
HR,309,-53,50
HR,308,-53,49
HL,90,-65,-35
HL,90,-66,-35
HR,307,-53,47
HR,306,-53,47
HL,90,-66,-36
HL,90,-67,-35
HR,305,-54,45
HR,305,-55,44
HL,91,-67,-33
HL,91,-68,-32
HR,305,-56,43
HR,305,-57,43
HL,91,-68,-33
HL,91,-68,-33
HR,306,-59,46
HR,306,-59,47
HL,91,-67,-35
HL,90,-67,-37
HR,306,-59,46
HR,306,-58,46
HL,89,-66,-39
HL,88,-66,-40
HR,305,-57,46
HR,304,-57,45
HL,86,-66,-42
HL,85,-66,-43
HR,302,-57,44
HR,302,-56,44
HL,84,-66,-45
HL,83,-66,-46
HR,300,-56,42
HR,300,-56,41
HL,82,-66,-48
HL,82,-66,-49
HR,300,-55,40
HR,300,-55,39
HL,83,-66,-51
HL,83,-66,-52
HR,299,-55,38
HR,299,-55,37
HL,84,-66,-52
HL,84,-66,-52
HR,300,-55,36
HR,300,-56,37
HL,84,-66,-50
HL,85,-66,-48
HR,301,-57,37
HR,301,-58,37
HL,86,-66,-47
HL,87,-67,-46
HR,302,-59,37
HR,303,-59,36
HL,89,-68,-45
HL,90,-69,-44
HR,304,-60,36
HR,304,-61,36
HL,92,-70,-41
HL,92,-70,-40
HR,303,-62,35
HR,303,-62,34
HL,93,-71,-35
HL,94,-72,-33
HR,305,-62,34
HR,305,-62,35
HL,96,-74,-34
HL,96,-75,-36
HR,306,-62,36
HR,307,-62,37
HL,96,-75,-36
HL,96,-74,-35
HR,308,-61,40
HR,309,-61,42
HL,96,-73,-34
HL,96,-72,-34
HR,310,-61,44
HR,311,-60,46
HL,97,-71,-33
HR,312,-60,47
HR,313,-59,48
HL,98,-70,-33
HL,99,-69,-32
HL,98,-68,-30
HL,98,-68,-29
HR,313,-59,49
HR,313,-59,50
HL,98,-68,-29
HL,97,-69,-29
HR,311,-59,50
HR,311,-59,50
HL,97,-69,-29
HL,97,-70,-28
HR,310,-59,49
HR,309,-59,48
HL,96,-70,-26
HL,96,-70,-25
HR,308,-60,47
HR,307,-61,47
HL,97,-71,-23
HL,97,-71,-22
HR,306,-63,45
HR,306,-64,45
HL,98,-71,-18
HL,98,-71,-18
HR,306,-66,45
HR,306,-67,45
HL,99,-70,-19
HL,99,-70,-20
HR,307,-67,44
HR,308,-66,43
HL,98,-69,-24
HL,98,-68,-27
HR,308,-64,43
HR,308,-64,43
HL,96,-68,-30
HL,94,-68,-32
HR,306,-62,41
HR,305,-61,41
HL,92,-67,-34
HL,91,-67,-36
HR,303,-60,40
HR,303,-59,40
HL,89,-67,-39
HL,89,-67,-41
HR,302,-58,39
HR,302,-58,38
HL,89,-67,-42
HL,90,-67,-45
HR,302,-57,35
HR,303,-57,34
HL,91,-67,-45
HL,92,-67,-45
HR,304,-58,33
HR,305,-58,33
HL,93,-67,-44
HL,94,-67,-43
HR,306,-59,34
HR,307,-60,33
HL,95,-67,-43
HL,98,-69,-42
HR,308,-61,32
HR,309,-61,32
HL,99,-70,-42
HL,101,-72,-39
HR,309,-63,30
HR,309,-63,29
HL,102,-73,-37
HL,103,-74,-35
HR,309,-62,27
HR,309,-62,27
HL,104,-76,-33
HL,105,-78,-33
HR,310,-62,29
HR,310,-63,30
HL,105,-78,-32
HL,105,-77,-31
HR,311,-63,33
HR,311,-63,34
HL,104,-76,-30
HL,104,-75,-30
HR,313,-62,38
HR,313,-62,39
HL,104,-74,-30
HL,105,-73,-30
HR,315,-61,41
HR,315,-61,42
HL,105,-72,-30
HL,105,-72,-30
HR,316,-60,44
HR,315,-60,44
HL,105,-71,-30
HL,104,-71,-30
HR,315,-59,44
HR,314,-58,44
HL,104,-71,-30
HL,104,-71,-30
HR,314,-58,43
HR,313,-57,42
HL,103,-72,-31
HL,103,-73,-32
HR,313,-57,41
HR,312,-57,40
HL,103,-73,-31
HL,102,-73,-30
HR,310,-59,40
HR,309,-60,40
HL,102,-74,-27
HL,101,-74,-26
HR,308,-61,38
HR,307,-62,37
HL,101,-75,-23
HL,102,-75,-21
HR,307,-64,36
HR,307,-65,35
HL,102,-74,-19
HL,101,-74,-18
HR,306,-66,35
HR,306,-67,37
HL,101,-74,-19
HL,100,-74,-21
HR,306,-67,38
HR,306,-66,37
HL,100,-74,-24
HL,99,-73,-27
HR,306,-63,35
HR,305,-63,35
HL,97,-73,-32
HL,96,-72,-33
HR,303,-62,34
HR,302,-61,34
HL,93,-72,-36
HL,92,-71,-38
HR,301,-61,33
HR,301,-61,32
HL,92,-71,-41
HL,92,-71,-42
HR,301,-60,31
HR,301,-60,30
HL,93,-71,-42
HL,93,-71,-41
HR,302,-60,30
HR,302,-61,30
HL,94,-70,-40
HL,94,-70,-39
HR,301,-62,30
HR,301,-63,30
HL,94,-71,-37
HL,95,-71,-37
HR,301,-64,29
HR,301,-64,28
HL,96,-73,-34
HL,98,-74,-33
HR,302,-65,26
HR,302,-66,25
HL,100,-75,-28
HL,100,-76,-26
HR,302,-65,21
HR,302,-65,20
HL,102,-78,-20
HL,103,-79,-17
HR,303,-65,20
HR,304,-65,22
HL,105,-81,-14
HL,105,-81,-13
HR,305,-65,24
HR,305,-65,24
HL,105,-80,-16
HL,105,-80,-18
HR,306,-65,28
HR,306,-65,30
HL,104,-79,-19
HL,105,-78,-20
HR,308,-64,32
HR,308,-64,33
HL,105,-78,-20
HL,105,-77,-21
HR,309,-63,34
HR,308,-62,35
HL,105,-77,-22
HL,104,-76,-22
HR,308,-62,36
HR,308,-61,36
HL,104,-76,-21
HL,103,-76,-22
HR,307,-60,35
HR,307,-60,35
HL,103,-77,-24
HL,103,-77,-26
HR,307,-59,34
HR,307,-59,34
HL,103,-78,-26
HL,103,-78,-26
HR,306,-59,32
HR,305,-60,31
HL,103,-79,-21
HL,103,-79,-19
HR,303,-62,29
HR,303,-62,28
HL,102,-80,-13
HL,102,-81,-10
HR,302,-64,25
HR,301,-66,24
HL,102,-79,-2
HL,102,-79,0
HR,299,-69,23
HR,298,-70,22
HL,101,-79,1
HL,101,-78,0
HR,298,-71,23
HR,299,-71,24
HL,102,-78,-5
HL,101,-78,-8
HR,299,-70,24
HR,299,-70,24
HL,99,-77,-15
HL,98,-77,-18
HR,298,-69,24
HR,297,-68,25
HL,95,-77,-23
HL,94,-76,-25
HR,296,-67,26
HR,295,-67,25
HL,93,-76,-27
HL,93,-75,-27
HR,295,-67,25
HR,294,-67,25
HL,93,-75,-28
HL,93,-74,-28
HR,294,-66,25
HR,294,-66,24
HL,92,-73,-30
HL,92,-73,-30
HR,294,-66,26
HR,293,-67,26
HL,91,-72,-28
HL,92,-73,-26
HR,292,-68,25
HR,292,-69,24
HL,93,-73,-20
HL,94,-73,-16
HR,292,-70,22
HR,292,-70,20
HL,97,-74,-11
HL,97,-75,-8
HR,292,-71,17
HR,292,-70,15
HL,99,-76,-1
HL,99,-77,3
HR,291,-70,11
HR,291,-70,10
HL,101,-79,13
HL,102,-79,16
HR,291,-69,9
HR,291,-69,10
HL,102,-79,19
HL,102,-79,18
HR,291,-70,10
HR,291,-70,11
HL,102,-78,16
HL,102,-78,15
HR,292,-70,12
HR,292,-70,13
HL,103,-78,14
HL,103,-78,14
HR,294,-70,15
HR,294,-70,16
HL,104,-78,13
HL,104,-78,13
HR,295,-69,17
HR,295,-69,19
HL,103,-79,12
HL,102,-79,11
HR,294,-68,21
HR,294,-67,22
HL,101,-80,10
HL,101,-80,10
HR,294,-67,21
HR,293,-66,21
HL,101,-81,10
HL,101,-81,9
HR,294,-65,19
HR,293,-65,18
HL,101,-82,9
HL,101,-82,12
HR,293,-65,18
HR,292,-65,15
HL,101,-83,2
HL,101,-83,2
HR,290,-66,11
HR,290,-67,10
HL,101,-82,30
HL,101,-81,30
HR,289,-67,8
HR,288,-69,6
HL,100,-81,31
HL,100,-80,34
HR,287,-70,5
HR,286,-71,3
HL,99,-80,34
HL,99,-80,33
HR,285,-72,2
HR,284,-72,1
HL,98,-79,30
HL,98,-79,29
HR,284,-72,1
HR,284,-71,1
HR,284,-71,1
HR,285,-70,2
HL,98,-79,28
HL,98,-79,24
HR,285,-71,2
HR,284,-70,4
HL,97,-79,17
HL,96,-79,15
HR,284,-70,4
HR,283,-70,5
HL,96,-78,14
HL,95,-78,13
HR,283,-69,5
HR,282,-69,5
HL,94,-78,13
HL,94,-78,13
HR,281,-69,5
HR,280,-69,5
HL,92,-78,14
HL,91,-78,17
HR,279,-69,6
HR,278,-69,5
HL,91,-78,18
HL,91,-77,22
HR,277,-69,4
HR,277,-70,1
HL,91,-78,24
HL,92,-78,27
HR,276,-70,0
HR,275,-70,-3
HL,92,-78,36
HL,93,-78,45
HR,275,-70,-4
HR,274,-70,-4
HL,93,-78,49
HL,93,-78,52
HR,274,-70,-4
HR,274,-70,-3
HL,93,-78,51
HL,91,-78,47
HR,273,-70,-2
HR,273,-70,0
HL,90,-78,45
HL,90,-79,44
HR,273,-70,0
HR,273,-70,2
HL,89,-79,41
HL,88,-79,39
HR,274,-70,5
HR,273,-70,7
HL,87,-80,37
HL,87,-80,36
HR,273,-70,8
HR,272,-70,9
HL,86,-80,36
HL,85,-80,37
HR,271,-70,9
HR,270,-70,9
HL,84,-81,41
HL,83,-82,43
HR,269,-69,9
HR,268,-69,9
HL,82,-83,47
HL,81,-83,5
HR,267,-68,9
HR,266,-68,9
HL,79,-84,4
HL,79,-84,4
HR,265,-67,9
HR,264,-67,9
HL,77,-85,3
HL,76,-86,3
HR,263,-67,9
HR,261,-67,9
HL,74,-86,3
HL,72,-86,3
HR,260,-67,9
HR,259,-67,8
HL,70,-86,2
HL,70,-85,2
HR,257,-67,8
HR,256,-68,8
HL,67,-85,2
HL,66,-84,2
HR,255,-68,8
HR,254,-68,8
HL,64,-84,2
HL,63,-84,2
HR,251,-67,8
HR,250,-67,8
HL,60,-84,2
HL,58,-84,1
HR,247,-66,8
HR,246,-66,9
HL,54,-84,1
HL,52,-84,0
HR,243,-65,11
HR,240,-64,13
HL,47,-84,0
HL,45,-84,0
HR,239,-64,14
HR,235,-63,16
HL,40,-84,-1
HL,38,-84,-2
HR,233,-63,17
HR,232,-62,18
HL,33,-84,-2
HL,31,-84,-3
HR,228,-61,19
HR,226,-61,19
HL,26,-84,-3
HL,23,-84,-3
HR,222,-60,19
HR,220,-60,20
HL,18,-83,-4HR,217,-60,21
HR,215,-60,22

HL,16,-83,-4
HL,11,-83,-4
HR,211,-61,24
HR,209,-61,24
HL,4,-83,-48
HL,2,-82,-48
HR,206,-60,26
HR,204,-60,27
HL,359,-82,-50
HL,358,-82,-51
HR,202,-60,28
HR,201,-60,29
HL,356,-82,-52
HL,355,-82,-52
HR,199,-60,30
HR,199,-60,31
HL,353,-81,-51
HL,351,-81,-49
HR,197,-61,32
HR,195,-61,33
HL,348,-80,-48
HL,346,-80,-48
HR,192,-61,34
HR,191,-60,35
HL,343,-79,-48
HL,342,-79,-48
HR,189,-60,36
HR,188,-60,37
HL,339,-78,-48
HL,338,-78,-48
HR,186,-61,38
HR,185,-61,39
HL,336,-77,-48
HL,334,-77,-48
HR,183,-60,40
HR,182,-60,41
HL,332,-76,-48
HL,331,-75,-47
HR,180,-60,42
HR,179,-60,43
HL,328,-75,-47
HL,327,-74,-48
HR,178,-60,44
HR,178,-60,45
HL,326,-73,-48
HL,325,-73,-48
HR,177,-60,47
HR,177,-60,47
HL,323,-72,-49
HL,322,-72,-49
HR,176,-60,48
HR,176,-59,49
HL,321,-72,-50
HL,320,-72,-50
HR,175,-59,50
HR,174,-59,50
HL,319,-71,-51
HL,319,-71,-51
HR,174,-59,51
HR,174,-58,51
HL,317,-71,-52
HL,317,-71,-52
HR,173,-58,52
HR,173,-58,52
HL,316,-70,-52
HL,315,-70,-52
HR,172,-57,53
HR,172,-57,53
HL,314,-69,-53
HL,313,-69,-53
HR,172,-57,54
HR,172,-56,54
HL,311,-68,-53
HL,310,-68,-53
HR,171,-55,55
HR,170,-55,55
HL,308,-67,-54
HL,306,-67,-56
HR,169,-54,55
HR,168,-53,55
HL,303,-66,-58
HL,301,-66,-60
HR,167,-52,54
HR,166,-52,54
HL,298,-65,-61
HL,297,-65,-62
HR,164,-51,53
HR,163,-51,53
HL,294,-64,-63
HL,293,-64,-63
HR,162,-52,53
HR,162,-52,52
HL,291,-64,-65
HL,290,-63,-65
HR,160,-52,50
HR,159,-52,50
HL,288,-63,-66
HL,286,-63,-66
HR,157,-52,50
HR,156,-52,50
HR,154,-52,50
HR,153,-52,50
HL,283,-62,-66
HL,282,-62,-67
HR,152,-52,51
HR,151,-52,50
HL,276,-61,-70
HL,275,-60,-71
HR,149,-51,49
HR,148,-51,48
HL,273,-60,-72
HL,272,-60,-73
HR,146,-50,46
HR,144,-50,46
HL,270,-60,-74
HL,269,-59,-75
HR,142,-49,45
HR,141,-49,44
HL,267,-59,-75
HL,267,-59,-76
HR,140,-48,43
HR,139,-48,43
HL,266,-59,-76
HL,266,-59,-76
HR,138,-48,42
HR,137,-48,41
HL,265,-58,-74
HL,265,-58,-73
HR,136,-49,41
HR,136,-50,41
HL,266,-58,-72
HL,266,-59,-71
HR,136,-51,42
HR,136,-52,42
HL,267,-60,-70
HL,268,-61,-69
HR,136,-54,43
HR,136,-55,43
HL,268,-62,-68
HL,269,-63,-65
HR,136,-57,43
HR,136,-58,42
HL,271,-65,-64
HL,272,-66,-65
HR,137,-58,40
HR,137,-58,40
HL,274,-67,-67
HL,274,-68,-68
HR,137,-57,41
HR,137,-57,41
HL,274,-68,-67
HL,274,-68,-65
HR,137,-57,43
HR,137,-56,43
HL,274,-67,-64
HL,275,-67,-63
HR,139,-56,45
HR,140,-56,46
HL,276,-67,-62
HL,278,-66,-60
HR,142,-56,47
HR,143,-56,48
HL,279,-66,-59
HL,279,-66,-57
HR,143,-56,50
HR,143,-56,51
HL,279,-65,-54
HL,279,-65,-53
HR,142,-56,53
HR,142,-56,54
HL,279,-64,-51
HL,279,-64,-49
HR,142,-56,54
HR,141,-56,54
HL,279,-64,-48
HL,278,-64,-48
HR,140,-56,53
HR,140,-56,51
HL,278,-65,-47
HL,277,-65,-48
HR,138,-55,49
HR,137,-55,48
HL,276,-66,-49
HL,276,-66,-48
HR,135,-56,47
HR,134,-57,46
HL,276,-67,-46
HL,275,-69,-44
HR,132,-59,45
HR,131,-60,44
HL,275,-69,-44
HL,276,-69,-40
HR,131,-63,43
HR,130,-64,42
HL,275,-69,-39
HR,129,-66,44
HR,128,-67,46
HL,275,-69,-39
HL,273,-68,-39
HR,128,-67,48
HR,128,-66,49
HL,271,-67,-43
HL,270,-67,-44
HR,128,-65,47
HR,128,-64,46
HL,269,-66,-47
HL,268,-66,-49
HR,126,-63,43
HR,125,-63,43
HL,266,-66,-51
HL,265,-65,-52
HR,124,-62,41
HR,123,-61,40
HL,264,-65,-54
HL,264,-65,-55
HR,123,-60,39
HR,123,-60,39
HL,264,-64,-55
HL,263,-63,-55
HR,123,-60,40
HR,123,-59,41
HL,263,-63,-55
HL,263,-62,-55
HR,122,-59,42
HR,122,-60,43
HL,263,-62,-53
HL,263,-62,-52
HR,122,-62,45
HR,122,-62,45
HL,263,-63,-51
HL,264,-63,-50
HR,122,-63,44
HR,123,-64,44
HL,267,-65,-49
HL,269,-66,-48
HR,125,-65,45
HR,126,-66,45
HL,272,-67,-46
HL,273,-68,-46
HR,126,-67,42
HR,127,-67,41
HL,274,-70,-44
HL,275,-70,-43
HR,127,-67,39
HR,128,-67,40
HL,276,-72,-43
HL,277,-73,-43
HR,129,-67,42
HR,130,-67,43
HL,279,-73,-43
HL,279,-73,-43
HR,131,-66,45
HR,132,-66,46
HL,279,-72,-42
HL,279,-71,-42
HR,133,-66,49
HR,134,-65,50
HL,280,-70,-40
HL,280,-70,-40
HR,135,-64,53
HR,135,-64,54
HL,280,-69,-39
HL,280,-68,-38
HR,135,-64,56
HR,135,-63,56
HL,279,-67,-37
HL,279,-67,-37
HR,134,-63,54
HR,134,-62,54
HL,278,-68,-37
HL,278,-68,-39
HR,133,-61,51
HR,133,-61,50
HL,277,-69,-41
HL,277,-69,-41
HR,131,-61,48
HR,130,-62,48
HL,276,-70,-40
HL,276,-70,-40
HR,129,-63,47
HR,128,-64,46
HL,275,-72,-40
HL,275,-72,-39
HR,127,-66,45
HR,126,-67,44
HR,126,-68,43
HR,126,-69,44
HL,275,-72,-37
HL,275,-72,-37
HR,126,-69,44
HR,126,-68,44
HL,273,-71,-43
HL,273,-70,-44
HR,126,-67,43
HR,126,-66,42
HL,271,-70,-47
HL,270,-69,-49
HR,125,-65,41
HR,125,-65,40
HL,269,-68,-51
HL,268,-68,-53
HR,124,-63,39
HR,124,-63,38
HL,267,-67,-55
HL,267,-67,-57
HR,124,-62,37
HR,124,-61,35
HL,267,-67,-59
HL,268,-67,-59
HR,124,-60,34
HR,124,-60,34
HL,268,-66,-59
HL,268,-66,-59
HR,125,-61,35
HR,125,-62,35
HL,269,-66,-58
HL,269,-66,-57
HR,125,-63,34
HR,125,-64,34
HL,271,-67,-57
HL,272,-68,-56
HR,126,-65,32
HR,126,-66,30
HL,274,-70,-52
HL,275,-71,-50
HR,126,-66,27
HR,127,-66,27
HL,278,-73,-46
HL,279,-74,-48
HR,127,-66,28
HR,127,-66,28
HL,278,-76,-54
HL,277,-76,-54
HR,126,-65,31
HR,126,-65,33
HL,276,-76,-52
HL,276,-75,-51
HR,128,-65,37
HR,129,-64,39
HL,276,-74,-51
HL,277,-74,-50
HR,131,-64,41
HR,132,-64,42
HL,278,-73,-49
HL,279,-72,-48
HR,132,-63,43
HR,132,-63,44
HL,279,-72,-46
HL,279,-72,-46
HR,132,-63,45
HR,132,-62,45
HL,279,-71,-44
HL,278,-71,-44
HR,131,-62,43
HR,131,-61,42
HL,278,-72,-46
HL,278,-72,-47
HR,131,-60,41
HR,131,-60,40
HL,279,-73,-48
HL,279,-73,-47
HR,130,-61,39
HR,130,-62,39
HL,279,-74,-45
HL,279,-75,-44
HR,128,-63,37
HR,127,-64,36
HL,279,-76,-43
HL,280,-76,-41
HR,127,-66,33
HR,127,-67,32
HL,280,-76,-37
HL,281,-76,-36
HR,126,-69,30
HR,126,-70,31
HL,280,-76,-36
HL,280,-76,-37
HR,126,-71,31
HR,126,-70,31
HL,279,-75,-39
HL,278,-75,-44
HR,126,-69,30
HR,126,-68,30
HL,277,-74,-49
HL,276,-74,-51
HR,126,-66,28
HR,125,-65,27
HL,274,-73,-54
HL,273,-72,-56
HR,124,-64,27
HR,124,-63,27
HL,272,-72,-57
HL,272,-71,-60
HR,124,-62,26
HR,124,-62,26
HL,272,-70,-61
HL,273,-70,-62
HR,125,-61,26
HR,125,-60,26
HL,273,-69,-62
HL,273,-69,-62
HR,125,-61,27
HR,125,-61,28
HL,272,-68,-62
HL,272,-68,-60
HR,125,-63,29
HR,124,-63,29
HL,272,-69,-59
HL,273,-70,-57
HR,124,-65,29
HR,125,-65,29
HL,274,-71,-55
HL,276,-72,-52
HR,125,-67,28
HR,125,-67,28
HL,277,-72,-50
HL,277,-74,-46
HR,124,-68,25
HR,123,-68,24
HL,277,-74,-44
HL,277,-75,-44
HR,124,-68,25
HR,124,-68,25
HL,278,-77,-45
HL,278,-78,-45
HR,123,-68,27
HR,123,-67,28
HL,277,-77,-45
HL,276,-77,-44
HR,123,-67,32
HR,123,-67,34
HL,275,-76,-43
HR,125,-66,36
HR,125,-66,37
HL,276,-75,-43
HL,277,-75,-43
HR,126,-65,39
HR,126,-65,39
HL,277,-74,-43
HL,276,-74,-43
HR,126,-64,41
HR,125,-63,41
HL,275,-74,-44
HL,275,-74,-45
HR,126,-62,40
HR,126,-62,40
HL,275,-73,-48
HL,275,-74,-49
HR,126,-61,38
HR,126,-61,38
HR,125,-61,36
HR,125,-62,36
HL,275,-74,-51
HL,275,-75,-51
HR,124,-63,33
HR,123,-64,32
HL,276,-77,-49
HL,276,-78,-47
HR,122,-66,30
HR,122,-68,29
HL,277,-77,-38HR,121,-70,29

HL,276,-78,-38
HL,274,-76,-42
HR,121,-71,29
HR,120,-69,30
HL,272,-75,-47
HL,271,-75,-49
HR,119,-68,30
HR,119,-67,30
HL,269,-73,-51
HL,268,-73,-52
HR,118,-66,30
HR,118,-66,29
HL,267,-72,-54
HL,267,-71,-56
HR,118,-65,30
HR,118,-64,30
HL,266,-70,-58
HL,266,-70,-59
HR,118,-63,30
HR,117,-62,30
HL,265,-69,-60
HL,264,-69,-60
HR,117,-63,31
HR,116,-64,33
HL,263,-68,-59
HL,262,-68,-58
HR,115,-65,33
HR,114,-65,33
HL,262,-68,-56
HL,263,-69,-55
HR,114,-66,32
HR,115,-67,31
HL,265,-71,-53
HL,266,-72,-52
HR,115,-68,28
HR,115,-68,26
HL,269,-73,-47
HL,270,-74,-44
HR,116,-69,23
HR,116,-69,23
HL,272,-76,-40
HL,273,-77,-40
HR,117,-69,23
HR,117,-69,23
HL,274,-78,-41
HL,274,-78,-42
HR,118,-68,25
HR,118,-68,26
HL,274,-77,-41
HL,274,-77,-41
HR,119,-68,28
HR,121,-68,32
HL,275,-76,-41
HL,276,-75,-40
HR,122,-68,36
HR,123,-67,38
HL,276,-74,-39
HL,277,-74,-39
HR,124,-67,41
HR,124,-67,42
HL,276,-73,-38
HL,276,-72,-37
HR,124,-66,45
HR,123,-66,45
HL,275,-72,-36
HL,275,-71,-36
HR,123,-65,45
HR,123,-65,44
HL,274,-72,-38
HL,273,-72,-39
HR,122,-64,44
HR,122,-64,42
HL,273,-72,-40
HL,273,-72,-40
HR,122,-64,41
HR,121,-65,40
HL,273,-73,-39
HL,274,-74,-38
HR,121,-65,39
HR,120,-66,39
HL,274,-75,-35
HL,274,-75,-33
HR,119,-69,35
HR,119,-70,34
HL,276,-76,-27
HL,276,-75,-23
HR,118,-71,33
HR,117,-74,32
HL,276,-75,-20
HL,276,-75,-19
HL,276,-74,-21
HL,276,-74,-22
HR,117,-75,33
HR,117,-75,33
HL,276,-73,-26
HL,275,-73,-27
HR,119,-73,32
HR,118,-73,32
HR,118,-72,31
HR,117,-70,30
HL,274,-73,-31
HL,273,-72,-32
HR,117,-70,29
HR,117,-69,29
HL,271,-71,-39
HL,271,-70,-40
HR,117,-69,30
HR,117,-68,31
HL,272,-70,-41
HL,272,-69,-41
HR,117,-68,31
HR,117,-68,31
HL,271,-69,-41
HL,271,-68,-40
HR,117,-68,32
HR,117,-69,33
